Fonte	Region	Class	Country .interpreted.	County	Scientific name	Longitude	Latitude
GBIF	Europa	NATIVE	Spain	La Salud	Onthophagus taurus	2.455	42.044
GBIF	Europa	NATIVE	Spain	El Pardo	Onthophagus taurus	-3.769	40.511
GBIF	Europa	NATIVE	Spain	Venta de Dimas	Onthophagus taurus	-2.370	38.530
GBIF	Europa	NATIVE	Spain	El Escorial	Onthophagus taurus	-4.124	40.598
GBIF	Europa	NATIVE	Spain	Quijorna	Onthophagus taurus	-4.003	40.419
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	-1.794	38.706
GBIF	Europa	NATIVE	Spain	Padul	Onthophagus taurus	-3.627	37.899
GBIF	Europa	NATIVE	Spain	Palma de Mallorca	Onthophagus taurus	2.708	39.613
GBIF	Europa	NATIVE	Spain	Madrid	Onthophagus taurus	-3.650	40.422
GBIF	Europa	NATIVE	Spain	Colmenar de la Sierra	Onthophagus taurus	-3.418	41.054
GBIF	Europa	NATIVE	Spain	Pórtugos	Onthophagus taurus	-3.282	36.909
GBIF	Europa	NATIVE	Spain	Urberuaga	Onthophagus taurus	-2.447	43.305
GBIF	Europa	NATIVE	Spain	Peñascosa	Onthophagus taurus	-2.369	38.710
GBIF	Europa	NATIVE	Spain	Petra	Onthophagus taurus	3.174	39.613
GBIF	Europa	NATIVE	Portugal	Vouzela	Onthophagus taurus	-8.114	40.691
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.939	42.854
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.061	42.675
GBIF	Europa	NATIVE	Portugal	Azambuja	Onthophagus taurus	-8.828	39.072
GBIF	Europa	NATIVE	Spain	Laujar	Onthophagus taurus	-2.833	36.999
GBIF	Europa	NATIVE	Spain	Abla	Onthophagus taurus	-2.720	37.179
GBIF	Europa	NATIVE	Spain	Mere	Onthophagus taurus	-4.920	43.370
GBIF	Europa	NATIVE	Austria	Neusiedl am See	Onthophagus taurus	16.840	47.940
GBIF	Europa	NATIVE	Spain	Ciudadela	Onthophagus taurus	3.877	39.970
GBIF	Europa	NATIVE	Spain	Cañameros	Onthophagus taurus	-5.388	39.381
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-2.085	47.154
GBIF	Europa	NATIVE	Spain	Pobla de Segur	Onthophagus taurus	0.997	42.298
GBIF	Europa	NATIVE	Austria	Illmitz	Onthophagus taurus	16.800	47.760
GBIF	Europa	NATIVE	France	UK, Channel Islands, Jersey, Jersey	Onthophagus taurus	2.129	49.221
GBIF	Europa	NATIVE	Spain	Santañy	Onthophagus taurus	3.173	39.343
GBIF	Europa	NATIVE	Spain	Cubillas de Rueda	Onthophagus taurus	-5.136	42.656
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	7.691	48.703
GBIF	Europa	NATIVE	Portugal	Tomar	Onthophagus taurus	-8.362	39.521
GBIF	Europa	NATIVE	Portugal	Palmela	Onthophagus taurus	-8.829	38.621
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.149	43.438
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	6.169	43.798
GBIF	Europa	NATIVE	Spain	Pereda de Ancares, Candín	Onthophagus taurus	-6.743	42.825
GBIF	Europa	NATIVE	Spain	Tamames	Onthophagus taurus	-6.068	41.467
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.549	44.447
GBIF	Europa	NATIVE	Spain	Cespedosa de Tormes	Onthophagus taurus	-5.541	40.576
GBIF	Europa	NATIVE	Spain	Guadramiro	Onthophagus taurus	-6.444	41.026
GBIF	Europa	NATIVE	Spain	Guijuelo	Onthophagus taurus	-5.659	40.573
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.779	47.072
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.814	44.189
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.133	45.809
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.607	45.723
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.805	43.919
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.432	43.925
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.312	44.106
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.460	45.005
GBIF	Europa	NATIVE	Spain	Puente Genil	Onthophagus taurus	-4.753	37.437
GBIF	Europa	NATIVE	Spain	Sotillo de la Adrada	Onthophagus taurus	-4.588	40.233
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.715	42.937
GBIF	Europa	NATIVE	Spain	Puente de Piedra	Onthophagus taurus	-4.747	37.167
GBIF	Europa	NATIVE	Spain	Santa Olalla	Onthophagus taurus	-4.467	40.054
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.236	46.358
GBIF	Europa	NATIVE	Spain	Lucena	Onthophagus taurus	-4.527	37.440
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.955	43.209
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.950	43.479
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.960	42.939
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.194	44.468
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.251	48.793
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.811	44.021
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.932	43.840
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.327	42.942
GBIF	Europa	NATIVE	Spain	Aranjuez	Onthophagus taurus	-3.646	40.062
GBIF	Europa	NATIVE	Spain	Redueña	Onthophagus taurus	-3.535	40.783
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	2.457	41.774
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.817	42.764
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.939	43.124
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.816	43.034
GBIF	Europa	NATIVE	Spain	La Sagra	Onthophagus taurus	-2.603	37.990
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.938	43.664
GBIF	Europa	NATIVE	Portugal	Samora Correira	Onthophagus taurus	-8.828	38.892
GBIF	Europa	NATIVE	Spain	Pelarrodríguez	Onthophagus taurus	-6.200	40.880
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.938	43.394
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.061	43.124
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.936	45.554
GBIF	Europa	NATIVE	Spain	Vide	Onthophagus taurus	-8.336	42.133
GBIF	Europa	NATIVE	Spain	Els Hostalets	Onthophagus taurus	1.741	41.498
GBIF	Europa	NATIVE	Italy	Antholz = Anterselva	Onthophagus taurus	12.100	46.870
GBIF	Europa	NATIVE	Spain	Unquera	Onthophagus taurus	-4.520	43.380
GBIF	Europa	NATIVE	Austria	Siegendorf i. Bgld. SW Rust	Onthophagus taurus	16.540	47.780
GBIF	Europa	NATIVE	Spain	Hervás	Onthophagus taurus	-5.860	40.274
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.928	43.570
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.801	43.898
GBIF	Europa	NATIVE	Spain	Villafáfila	Onthophagus taurus	-5.591	41.836
GBIF	Europa	NATIVE	Spain	Alcoy	Onthophagus taurus	-0.529	38.686
GBIF	Europa	NATIVE	Spain	Crémenes	Onthophagus taurus	-5.146	42.926
GBIF	Europa	NATIVE	Spain	Onil	Onthophagus taurus	-0.647	38.598
GBIF	Europa	NATIVE	Spain	Cortijo San Rafael	Onthophagus taurus	-5.115	38.242
GBIF	Europa	NATIVE	Spain	Puerto del Pando	Onthophagus taurus	-4.901	42.930
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.554	43.833
GBIF	Europa	NATIVE	Austria	Arzl b. Innsbruck	Onthophagus taurus	11.430	47.280
GBIF	Europa	NATIVE	Spain	Carcelén	Onthophagus taurus	-1.325	39.060
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.189	44.198
GBIF	Europa	NATIVE	Spain	El Tiemblo	Onthophagus taurus	-4.475	40.414
GBIF	Europa	NATIVE	Portugal	Espinho	Onthophagus taurus	-7.760	40.597
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.075	43.390
GBIF	Europa	NATIVE	Spain	Tinajeros	Onthophagus taurus	-1.788	39.066
GBIF	Europa	NATIVE	Portugal	Tondela	Onthophagus taurus	-8.116	40.510
GBIF	Europa	NATIVE	Portugal	Amarante	Onthophagus taurus	-7.986	41.320
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.331	42.583
GBIF	Europa	NATIVE	Spain	Santa Coloma de Gramanet	Onthophagus taurus	2.220	41.502
GBIF	Europa	NATIVE	Spain	Vilanova de Sau	Onthophagus taurus	2.335	41.953
GBIF	Europa	NATIVE	Spain	Mongat	Onthophagus taurus	2.340	41.503
GBIF	Europa	NATIVE	Spain	Mejorada del Campo	Onthophagus taurus	-3.532	40.423
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.696	42.494
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.325	46.274
GBIF	Europa	NATIVE	Spain	Elorriaga	Onthophagus taurus	-2.695	42.855
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.311	43.934
GBIF	Europa	NATIVE	Spain	Baza	Onthophagus taurus	-2.718	37.540
GBIF	Europa	NATIVE	Spain	Puebla Larga	Onthophagus taurus	-0.517	39.046
GBIF	Europa	NATIVE	Spain	Plasencia	Onthophagus taurus	-6.130	40.028
GBIF	Europa	NATIVE	Spain	Baiona	Onthophagus taurus	-8.820	42.135
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.912	46.710
GBIF	Europa	NATIVE	Spain	Elche	Onthophagus taurus	-0.659	38.238
GBIF	Europa	NATIVE	Spain	Bueres	Onthophagus taurus	-5.250	43.500
GBIF	Europa	NATIVE	Spain	Nerpio	Onthophagus taurus	-2.259	38.169
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.933	44.007
GBIF	Europa	NATIVE	Spain	Antella	Onthophagus taurus	-0.632	39.048
GBIF	Europa	NATIVE	Spain	Aracena	Onthophagus taurus	-6.557	37.875
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.471	45.455
GBIF	Europa	NATIVE	Portugal	Serra da Estrella	Onthophagus taurus	-7.528	40.414
GBIF	Europa	NATIVE	Spain	Orihuela	Onthophagus taurus	-0.893	38.062
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.817	43.928
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	-3.762	39.971
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.564	44.293
GBIF	Europa	NATIVE	Spain	Jarandilla	Onthophagus taurus	-5.658	40.126
GBIF	Europa	NATIVE	Spain	Ontígola	Onthophagus taurus	-3.528	39.972
GBIF	Europa	NATIVE	Spain	Tetica de Bacares	Onthophagus taurus	-2.381	37.268
GBIF	Europa	NATIVE	Spain	Venta de Cárdenas	Onthophagus taurus	-3.517	38.440
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.186	43.754
GBIF	Europa	NATIVE	Austria	Prutz	Onthophagus taurus	10.660	47.060
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.279	43.670
GBIF	Europa	NATIVE	Spain	Deleitosa	Onthophagus taurus	-5.644	39.645
GBIF	Europa	NATIVE	Spain	Aldeanueva de la Vera	Onthophagus taurus	-5.642	40.123
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.094	42.050
GBIF	Europa	NATIVE	Spain	Béjar	Onthophagus taurus	-5.770	40.391
GBIF	Europa	NATIVE	Spain	Moià	Onthophagus taurus	2.100	41.820
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.220	44.697
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.043	47.067
GBIF	Europa	NATIVE	Spain	Vic	Onthophagus taurus	2.215	41.952
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.135	46.075
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.945	43.749
GBIF	Europa	NATIVE	Spain	Lumbrales	Onthophagus taurus	-6.685	40.941
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	-5.302	40.491
GBIF	Europa	NATIVE	Spain	El Pla	Onthophagus taurus	-0.498	39.586
GBIF	Europa	NATIVE	Spain	Mérida	Onthophagus taurus	-6.405	38.953
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.852	45.359
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.230	46.088
GBIF	Europa	NATIVE	Spain	Aguilar de la Frontera	Onthophagus taurus	-4.642	37.529
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.941	44.380
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.491	50.322
GBIF	Europa	NATIVE	Spain	Villaviciosa de Odón	Onthophagus taurus	-3.884	40.330
GBIF	Europa	NATIVE	Spain	Plasencia	Onthophagus taurus	-6.098	40.024
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.314	44.474
GBIF	Europa	NATIVE	Spain	Vado de Tús	Onthophagus taurus	-2.486	38.350
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.252	42.401
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.803	43.481
GBIF	Europa	NATIVE	Austria	Hinterstoder	Onthophagus taurus	14.150	47.690
GBIF	Europa	NATIVE	Austria	Wilhering	Onthophagus taurus	14.190	48.320
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.079	44.431
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.168	44.528
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.533	44.807
GBIF	Europa	NATIVE	Spain	Olot	Onthophagus taurus	2.453	42.224
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.834	44.819
GBIF	Europa	NATIVE	Spain	Villena	Onthophagus taurus	-0.874	38.692
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.250	46.988
GBIF	Europa	NATIVE	Portugal	Cafede	Onthophagus taurus	-7.538	39.964
GBIF	Europa	NATIVE	Austria	Hütteldorf (Wien 14.)	Onthophagus taurus	16.260	48.200
GBIF	Europa	NATIVE	Spain	Alcaraz	Onthophagus taurus	-2.599	38.621
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.694	42.854
GBIF	Europa	NATIVE	Spain	Villarrobledo	Onthophagus taurus	-2.596	39.252
GBIF	Europa	NATIVE	Portugal	Leiria	Onthophagus taurus	-8.826	39.703
GBIF	Europa	NATIVE	Austria	Geschriebenstein	Onthophagus taurus	16.430	47.350
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-2.402	47.681
GBIF	Europa	NATIVE	Spain	Baños de Montemayor	Onthophagus taurus	-5.857	40.318
GBIF	Europa	NATIVE	Portugal	Ponte da Mucela	Onthophagus taurus	-8.200	40.250
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	8.827	41.795
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	7.284	48.718
GBIF	Europa	NATIVE	Spain	Negrilla de Palencia	Onthophagus taurus	-5.562	41.116
GBIF	Europa	NATIVE	Spain	La Orden	Onthophagus taurus	-6.638	38.868
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.345	43.022
GBIF	Europa	NATIVE	Spain	Puente Río Almonte, Torrecilla de Tiesa	Onthophagus taurus	-6.345	39.594
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.576	44.643
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.599	45.453
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.069	43.750
GBIF	Europa	NATIVE	Portugal	Castro D’aire	Onthophagus taurus	-7.991	40.960
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.808	44.378
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.214	45.368
GBIF	Europa	NATIVE	Spain	Málaga airport	Onthophagus taurus	-4.513	36.719
GBIF	Europa	NATIVE	Portugal	Coimbra	Onthophagus taurus	-8.355	40.242
GBIF	Europa	NATIVE	Spain	Monasterio de Santes Creus	Onthophagus taurus	1.267	41.312
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.189	44.474
GBIF	Europa	NATIVE	Spain	Trujillo	Onthophagus taurus	-5.846	39.398
GBIF	Europa	NATIVE	Spain	Spain, Avila, El Raso, 30 km E of Arenas	Onthophagus taurus	-5.330	40.170
GBIF	Europa	NATIVE	Spain	Santa Pola	Onthophagus taurus	-0.545	38.235
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.766	43.179
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.884	43.086
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.563	48.798
GBIF	Europa	NATIVE	Spain	Cabezabellosa	Onthophagus taurus	-5.880	40.208
GBIF	Europa	NATIVE	Spain	Barcelona	Onthophagus taurus	1.982	41.410
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.686	44.196
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.681	43.991
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.174	47.065
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.309	43.574
GBIF	Europa	NATIVE	Spain	Tortosa	Onthophagus taurus	0.567	40.849
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.815	43.304
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.022	46.527
GBIF	Europa	NATIVE	Spain	Benidorm	Onthophagus taurus	-0.192	38.498
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.961	44.817
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.444	43.483
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.346	45.546
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.709	43.206
GBIF	Europa	NATIVE	Spain	Camprodón	Onthophagus taurus	2.331	42.313
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.834	43.118
GBIF	Europa	NATIVE	Spain	Puigcerdá	Onthophagus taurus	1.844	42.400
GBIF	Europa	NATIVE	Spain	Sierra Salinas	Onthophagus taurus	-0.912	38.521
GBIF	Europa	NATIVE	Spain	Dílar	Onthophagus taurus	-3.620	37.088
GBIF	Europa	NATIVE	Spain	Pedro Andrés	Onthophagus taurus	-2.373	38.169
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.552	45.464
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.020	42.505
GBIF	Europa	NATIVE	Austria	Schildbach b. Hartberg	Onthophagus taurus	15.950	47.270
GBIF	Europa	NATIVE	Spain	Trujillo	Onthophagus taurus	-5.850	39.488
GBIF	Europa	NATIVE	Portugal	Bragança	Onthophagus taurus	-6.773	41.843
GBIF	Europa	NATIVE	Spain	Trujillo	Onthophagus taurus	-5.881	39.460
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.319	44.244
GBIF	Europa	NATIVE	Spain	Aldehuela de la Bóveda	Onthophagus taurus	-6.000	41.000
GBIF	Europa	NATIVE	Spain	Montagut	Onthophagus taurus	0.537	41.659
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.770	46.802
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.496	46.355
GBIF	Europa	NATIVE	Spain	Monsalupe	Onthophagus taurus	-4.719	40.771
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.186	41.774
GBIF	Europa	NATIVE	Spain	Carballino	Onthophagus taurus	-8.090	42.402
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.453	42.583
GBIF	Europa	NATIVE	Spain	Huescar	Onthophagus taurus	-2.490	37.809
GBIF	Europa	NATIVE	Spain	Mazarrón	Onthophagus taurus	-1.358	37.619
GBIF	Europa	NATIVE	Spain	Oliva de Plasencia	Onthophagus taurus	-6.085	40.113
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.919	44.635
GBIF	Europa	NATIVE	Spain	Forfoleda	Onthophagus taurus	-5.800	41.110
GBIF	Europa	NATIVE	Spain	Las Mestas	Onthophagus taurus	-6.145	40.427
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.228	44.663
GBIF	Europa	NATIVE	Spain	Fuente de Isso	Onthophagus taurus	-1.797	38.525
GBIF	Europa	NATIVE	Spain	Cadalso	Onthophagus taurus	-6.539	40.239
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.403	42.663
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.039	41.513
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.148	41.416
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.189	44.021
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	-3.412	40.063
GBIF	Europa	NATIVE	Spain	Gejuelo del Barro	Onthophagus taurus	-6.084	41.107
GBIF	Europa	NATIVE	Spain	Marjal de Pego-Oliva, Sª Mustalla	Onthophagus taurus	-0.072	38.879
GBIF	Europa	NATIVE	Spain	Nava de Francia	Onthophagus taurus	-6.120	40.530
GBIF	Europa	NATIVE	Spain	Candelario	Onthophagus taurus	-6.000	40.000
GBIF	Europa	NATIVE	Spain	Lebeña	Onthophagus taurus	-4.580	43.220
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.060	45.842
GBIF	Europa	NATIVE	United Kingdom	 	Onthophagus taurus	0.153	51.505
GBIF	Europa	NATIVE	Spain	Redueña	Onthophagus taurus	-3.600	40.820
GBIF	Europa	NATIVE	Spain	Villanueva del Fresno	Onthophagus taurus	-7.113	38.336
GBIF	Europa	NATIVE	Portugal	Crato	Onthophagus taurus	-7.551	39.333
GBIF	Europa	NATIVE	Portugal	Setubal	Onthophagus taurus	-8.715	38.531
GBIF	Europa	NATIVE	Portugal	Gerez	Onthophagus taurus	-8.099	41.771
GBIF	Europa	NATIVE	Spain	Abegondo	Onthophagus taurus	-8.324	43.214
GBIF	Europa	NATIVE	Spain	Granátula de Calatrava	Onthophagus taurus	-3.750	38.800
GBIF	Europa	NATIVE	Spain	La Guardia	Onthophagus taurus	-3.739	37.718
GBIF	Europa	NATIVE	Spain	Oliva	Onthophagus taurus	-3.520	38.891
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.286	41.588
GBIF	Europa	NATIVE	Spain	Salamanca	Onthophagus taurus	-5.674	40.933
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.831	43.642
GBIF	Europa	NATIVE	Spain	La Garganta	Onthophagus taurus	-5.822	40.331
GBIF	Europa	NATIVE	Spain	Toril	Onthophagus taurus	-5.779	39.899
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.647	48.142
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.463	44.717
GBIF	Europa	NATIVE	Spain	Torneros de la Cabrera	Onthophagus taurus	-6.277	42.193
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.713	45.001
GBIF	Europa	NATIVE	Portugal	Pontao	Onthophagus taurus	-8.475	39.882
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.463	43.203
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.643	48.164
GBIF	Europa	NATIVE	Portugal	Vela	Onthophagus taurus	-7.292	40.411
GBIF	Europa	NATIVE	Spain	Lobeira	Onthophagus taurus	-8.073	43.572
GBIF	Europa	NATIVE	Spain	Alfaguara	Onthophagus taurus	-3.509	37.269
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	9.150	42.588
GBIF	Europa	NATIVE	Austria	Hohe Dirn	Onthophagus taurus	14.400	47.900
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.373	45.143
GBIF	Europa	NATIVE	Poland	Czekanów	Onthophagus taurus	22.438	52.436
GBIF	Europa	NATIVE	Spain	Almaraz	Onthophagus taurus	-5.675	39.816
GBIF	Europa	NATIVE	Spain	Villareal de los Infantes	Onthophagus taurus	-0.134	39.938
GBIF	Europa	NATIVE	Portugal	Serra do Açor	Onthophagus taurus	-7.767	40.237
GBIF	Europa	NATIVE	Spain	Villaseca de los Gamitos	Onthophagus taurus	-6.100	41.030
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.377	46.807
GBIF	Europa	NATIVE	Spain	Cubo de Don Sancho	Onthophagus taurus	-6.333	40.843
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.206	43.559
GBIF	Europa	NATIVE	Spain	Los Cortijos	Onthophagus taurus	-4.104	39.337
GBIF	Europa	NATIVE	Portugal	Pegoes	Onthophagus taurus	-8.599	38.621
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	1.431	44.373
GBIF	Europa	NATIVE	Spain	Ribadeo	Onthophagus taurus	-7.825	43.570
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.282	48.338
GBIF	Europa	NATIVE	Portugal	Chaves	Onthophagus taurus	-7.498	41.765
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.964	45.730
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.486	49.783
GBIF	Europa	NATIVE	Portugal	Caldelas	Onthophagus taurus	-8.341	41.683
GBIF	Europa	NATIVE	Spain	Vergara	Onthophagus taurus	-2.448	43.125
GBIF	Europa	NATIVE	Spain	Celanova	Onthophagus taurus	-7.973	42.131
GBIF	Europa	NATIVE	Spain	Jubiles	Onthophagus taurus	-3.170	36.909
GBIF	Europa	NATIVE	Spain	Cartagena	Onthophagus taurus	-1.019	37.614
GBIF	Europa	NATIVE	Spain	Castañar de Ibor	Onthophagus taurus	-5.415	39.629
GBIF	Europa	NATIVE	Spain	Santillán	Onthophagus taurus	-4.420	43.380
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.524	43.275
GBIF	Europa	NATIVE	Spain	Revilla de Pomar	Onthophagus taurus	-4.150	42.770
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.324	43.212
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	3.323	45.914
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-1.635	49.606
GBIF	Europa	NATIVE	Spain	La Granja	Onthophagus taurus	-4.010	40.870
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	-0.653	47.478
GBIF	Europa	NATIVE	Spain	Malpartida de Plasencia	Onthophagus taurus	-6.045	39.981
GBIF	Europa	NATIVE	Spain	Posada del Bierzo	Onthophagus taurus	-6.748	42.563
GBIF	Europa	NATIVE	Spain	Morgovejo	Onthophagus taurus	-4.958	42.844
GBIF	Europa	NATIVE	Spain	Pujaire	Onthophagus taurus	-2.160	36.816
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.250	45.712
GBIF	Europa	NATIVE	Spain	Badajoz	Onthophagus taurus	-7.215	38.878
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.978	43.015
GBIF	Europa	NATIVE	Spain	Arabayona	Onthophagus taurus	-5.440	41.029
GBIF	Europa	NATIVE	Austria	Maria-Saaler-Berg	Onthophagus taurus	14.340	46.660
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.093	45.729
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	2.938	43.934
GBIF	Europa	NATIVE	Spain	 	Onthophagus taurus	0.864	42.656
GBIF	Europa	NATIVE	Austria	Lambach	Onthophagus taurus	13.870	48.090
GBIF	Europa	NATIVE	Spain	Cantalpino	Onthophagus taurus	-5.000	41.000
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.914	47.159
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	4.128	47.440
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	5.114	45.535
GBIF	Europa	NATIVE	Spain	Beberinos	Onthophagus taurus	-5.678	42.866
GBIF	Europa	NATIVE	France	 	Onthophagus taurus	0.131	45.248
